iter	Passed	Remaining
657	1256	652
658	1257	650
659	1259	648
660	1260	646
661	1261	644
662	1263	642
663	1264	639
664	1265	637
665	1267	635
666	1268	633
667	1270	631
668	1271	629
669	1272	626
670	1274	624
671	1275	622
672	1277	620
673	1278	618
674	1279	616
675	1281	614
676	1282	612
677	1284	609
678	1285	607
679	1286	605
680	1288	603
681	1289	601
682	1290	599
683	1292	597
684	1293	594
685	1295	592
686	1296	590
687	1297	588
688	1299	586
689	1300	584
690	1302	582
691	1303	580
692	1304	578
693	1306	575
694	1307	573
695	1309	571
696	1310	569
697	1311	567
698	1313	565
699	1314	563
700	1316	561
701	1318	559
702	1319	557
703	1320	555
704	1322	553
705	1323	550
706	1324	548
707	1325	546
708	1327	544
709	1328	542
710	1330	540
711	1331	538
712	1332	536
713	1334	534
714	1335	532
715	1336	530
716	1338	528
717	1339	526
718	1341	524
719	1342	522
720	1344	520
721	1345	518
722	1347	516
723	1348	514
724	1349	511
725	1351	509
726	1352	507
727	1353	505
728	1355	503
729	1356	501
730	1358	499
731	1360	497
732	1361	496
733	1363	494
734	1364	491
735	1365	489
736	1367	487
737	1368	485
738	1370	483
739	1371	481
740	1372	479
741	1374	477
742	1375	475
743	1377	473
744	1378	471
745	1379	469
746	1381	467
747	1382	465
748	1383	463
749	1385	461
750	1386	459
751	1388	457
752	1389	455
753	1390	453
754	1392	451
755	1393	449
756	1394	447
757	1396	445
758	1397	443
759	1399	441
760	1400	439
761	1402	437
762	1403	435
763	1404	433
764	1406	431
765	1407	429
766	1408	427
767	1410	426
768	1411	424
769	1412	422
770	1414	420
771	1415	418
772	1417	416
773	1418	414
774	1419	412
775	1421	410
776	1422	408
777	1423	406
778	1425	404
779	1426	402
780	1428	400
781	1429	398
782	1431	396
783	1432	394
784	1433	392
785	1435	390
786	1436	388
787	1438	386
788	1439	384
789	1440	383
790	1442	381
791	1443	379
792	1445	377
793	1447	375
794	1449	373
795	1451	371
796	1452	369
797	1453	368
798	1455	366
799	1456	364
800	1457	362
801	1459	360
802	1460	358
803	1462	356
804	1463	354
805	1464	352
806	1466	350
807	1467	348
808	1468	346
809	1470	344
810	1471	342
811	1473	341
812	1475	339
813	1476	337
814	1477	335
815	1479	333
816	1480	331
817	1481	329
818	1483	327
819	1484	325
820	1486	324
821	1487	322
822	1489	320
823	1491	318
824	1493	316
825	1496	315
826	1497	313
827	1499	311
828	1501	309
829	1503	307
830	1505	306
831	1508	304
832	1510	302
833	1512	301
834	1514	299
835	1516	297
836	1519	295
837	1521	294
838	1523	292
839	1524	290
840	1525	288
841	1527	286
842	1528	284
843	1530	282
844	1532	281
845	1534	279
846	1535	277
847	1537	275
848	1538	273
849	1540	271
850	1541	269
851	1543	268
852	1544	266
853	1546	264
854	1548	262
855	1550	260
856	1552	258
857	1553	257
858	1555	255
859	1556	253
860	1558	251
861	1560	249
862	1562	247
863	1564	246
864	1565	244
865	1567	242
866	1568	240
867	1570	238
868	1571	236
869	1573	235
870	1575	233
871	1577	231
872	1579	229
873	1580	227
874	1582	226
875	1584	224
876	1585	222
877	1587	220
878	1588	218
879	1590	216
880	1592	215
881	1594	213
882	1595	211
883	1597	209
884	1598	207
885	1600	205
886	1602	204
887	1603	202
888	1605	200
889	1607	198
890	1608	196
891	1610	194
892	1612	193
893	1614	191
894	1616	189
895	1617	187
896	1620	186
897	1621	184
898	1623	182
899	1624	180
900	1626	178
901	1628	176
902	1629	175
903	1631	173
904	1632	171
905	1634	169
906	1636	167
907	1637	165
908	1639	164
909	1641	162
910	1642	160
911	1644	158
912	1645	156
913	1647	154
914	1648	153
915	1650	151
916	1651	149
917	1653	147
918	1654	145
919	1656	144
920	1657	142
921	1659	140
922	1661	138
923	1662	136
924	1664	134
925	1666	133
926	1667	131
927	1669	129
928	1671	127
929	1672	125
930	1674	124
931	1676	122
932	1677	120
933	1679	118
934	1681	116
935	1683	115
936	1684	113
937	1686	111
938	1687	109
939	1689	107
940	1690	106
941	1692	104
942	1694	102
943	1695	100
944	1697	98
945	1698	96
946	1700	95
947	1706	93
948	1708	91
949	1710	90
950	1712	88
951	1714	86
952	1716	84
953	1717	82
954	1719	81
955	1721	79
956	1722	77
957	1724	75
958	1726	73
959	1728	72
960	1731	70
961	1732	68
962	1735	66
963	1736	64
964	1738	63
965	1740	61
966	1742	59
967	1745	57
968	1748	55
969	1750	54
970	1751	52
971	1754	50
972	1756	48
973	1757	46
974	1759	45
975	1760	43
976	1765	41
977	1767	39
978	1772	38
979	1773	36
980	1775	34
981	1778	32
982	1780	30
983	1792	29
984	1793	27
985	1795	25
986	1797	23
987	1802	21
988	1804	20
989	1806	18
990	1808	16
991	1809	14
992	1811	12
993	1814	10
994	1816	9
995	1818	7
996	1819	5
997	1821	3
998	1823	1
999	1824	0
